id;dob;dob_event_status;dob_event_data;dob_error;dob_notes;dfs;dfs_event_status;dfs_event_data;dfs_error;dfs_notes;dengrad;dengrad_event_status;dengrad_event_data;dengrad_error;dengrad_notes;weaned;weaned_event_status;weaned_event_data;weaned_error;weaned_notes;change_clan;change_clan_event_status;change_clan_event_data;change_clan_error;change_clan_notes;change_clan2;change_clan2_event_status;change_clan2_event_data;change_clan2_error;change_clan2_notes;change_clan3;change_clan3_event_status;change_clan3_event_data;change_clan3_error;change_clan3_notes;disappeared;disappeared_event_status;disappeared_event_data;disappeared_error;disappeared_notes,,,,,,
knin;2015-06-04;;serena.s;;;2015-09-03;;;;;2016-09-13;;;;DenGrad info not in table, instead taken from tblHyenas;2016-10-09;;;30;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
knot;2014-08-23;;talek;;;2014-10-23;;;;;NA;;;;;2015-04-03;;;23;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
knox;NA;;unknown;;;2016-12-17;;;;;NA;;;;;NA;;;;;2017-12-17;dispersal;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-09-09;dls;;;,,,,,,
knta;2022-01-25;;kcm;;;2022-08-09;;;;;2022-11-02;error;;12.5;Nov 5 AM and PM;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
knx;NA;;talek;;;1998-09-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-08;dls;fate unknown;;,,,,,,
knz;NA;;;;;2022-01-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
koal;2012-06-04;;serena.n;;;2012-07-02;;;;;2013-04-22;;;;DenGrad info not in table, instead taken from tblHyenas;2013-08-04;;;2;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-01-14;dls;;;,,,,,
kof;2005-06-18;;oltukai;;;2005-07-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-10;dls;inferred dead;;,,,,,,
kofi;2010-07-22;;mara.river;;;2005-07-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-08-25;dls;;;check EventStatus and EventData,,,,,,
koi;NA;;happy.zebra;;;2008-07-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-06-02;dead;lions, puncture wounds around neck, chest and shoulder;;,,,,
koin;2011-12-21;;talek;;;2012-03-19;;;;One sibling seen on DFS;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-05-15;dls;inferred dead;;,,,,,,
koko;2004-04-30;;mara.river;;;2004-07-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-01-31;dead;humans;;,,,,,,
kola;2007-10-01;;mara.river;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
komo;2010-10-10;;serena.s;;;2010-11-14;;;;DFS assigned by field, no associated session;2011-07-02;;;;DenGrad info not in table, instead taken from tblHyenas;2011-11-07;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-05-26;dls;fate unknown;;,,,,
kon;1995-01-25;;talek;;;1995-01-31;;;;;1995-10-24;;;0.5;;1996-07-15;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-06-16;dls;dispersed;;,,,,,,
kona;2021-01-06;;kcm;;;2021-07-23;;;;;2021-07-23;error;;22200;Never seen at den;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
kong;NA;;;;;2021-07-27;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
kopa;2012-08-08;;talek;;;2012-09-18;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-03-30;dls;inferred dead;;,,,,,,
korb;2012-05-27;;serena.s;;;2012-07-08;;;;;2013-05-19;;;;DenGrad info not in table, instead taken from tblHyenas;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-07-07;dls;;;check EventStatus and EventData,,,,,
kori;NA;;serena.s;;;2008-11-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-01-18;dls;fate unknown;;,,,,,,
kors;2020-05-27;;serena.s;;;2020-08-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-17;dls;;;,,,,,,
kpa;NA;;talek;;;1997-06-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-06-01;dls;fate unknown;;,,,,,,
kpo;2004-11-27;;oltukai;;;2005-01-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-11;;;;check EventStatus and EventData,,,,,,
kpop;2017-02-06;;pond;;;2017-05-04;;;;;2018-01-12;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-03-27;dls;;;,,,,,
kpri;2021-02-01;;serena.s;;;2021-02-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-19;dls;;;,,,,,,
kq;2015-07-24;;happy.zebra;;;2015-09-15;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-03-06;dls;;;,,,,,,
krab;2019-01-23;;serena.n;;;2019-03-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-03-20;dls;;;,,,,,,
krav;2017-04-01;;happy.zebra;;;2017-05-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-05-31;dls;;;,,,,,,
krgr;2009-04-10;;serena.s;;;2009-05-12;;;;;2010-04-10;;;;DenGrad info not in table, instead taken from tblHyenas;2009-12-06;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-05-02;dls;fate unknown;;,,,,,
krk;1992-01-10;;talek;;;1992-02-19;;;;;1992-08-15;;;0.5;;1993-03-28;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1994-02-06;dls;dispersed;;,,,,,,
krkl;2009-11-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
krkn;2016-10-08;;happy.zebra;;;2016-11-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
krne;2022-12-18;;serena.n;;;2023-01-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
kro;2003-07-23;;talek.e;;;2003-09-12;;;;;2004-06-01;;;79;;2004-06-26;;;11;;2005-10-02;dispersal;unknown;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006-10-18;dls;;;,,,,,,
krst;2008-10-15;;serena.n;;;2009-01-24;;;;;2009-09-12;;;;DenGrad info not in table, instead taken from tblHyenas;2009-09-20;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-10-09;dls;fate unknown;;,,,,,
krug;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
kryp;2007-11-01;;talek;;;2008-04-13;;;;;2008-09-16;;;1;;2008-08-28;;;4.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-07-22;dls;dispersed;;,,,,,,
ks;NA;;serena.s;;;2008-11-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-05-26;dls;fate unknown;;,,,,,,
ksi;2005-01-03;;talek;;;2005-06-29;;;;;2005-10-17;;;0.5;;2006-02-08;;;1;;2008-05-25;dispersal;fig.tree;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-08-21;dls;;;,,,,,,
ksmu;NA;;talek;;;2012-11-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-03-10;dls;fate unknown;;,,,,,,
ktn;2000-12-15;;talek.w;;;2001-04-02;;;;;NA;;;;;2001-06-15;;;2;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-01-22;;;;check EventStatus and EventData,,,,,,
kto;NA;;talek;;;2003-08-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-09-24;dls;dispersed;;,,,,,,
kv;NA;;musiara;;;2002-07-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
kwak;2021-01-05;;cool.beans;;;2021-02-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-19;dls;;;,,,,,,
kwan;2014-03-30;;talek;;;2014-04-16;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-05-13;dls;inferred dead;;,,,,,,
kxb;1992-01-10;;talek;;;1992-02-19;;;;;1992-08-15;;;0.5;;1993-03-28;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1994-02-23;dls;dispersed;;,,,,,,
ky;1989-08-05;;talek;;;1989-09-05;;;;;1990-04-18;;;1;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1990-05-20;dead;;;,,,,,,
kzoo;NA;;mara.river;;;2006-09-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-07-07;dls;;;check EventStatus and EventData,,,,,,
l&f;NA;;talek;;;1994-06-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1994-06-25;dls;fate unknown;;,,,,,,
lady;2012-11-17;;serena.n;;;2012-12-19;;;;;2013-06-27;;;;DenGrad info not in table, instead taken from tblHyenas;2013-10-05;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-02-02;dls;;;,,,,,
lag;2017-05-23;;talek.w;;;2017-06-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-02-04;dls;;;,,,,,,
lak;2009-06-15;;talek;;;2009-08-10;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-08-13;dls;inferred dead;;,,,,,,
lala;2021-12-17;;pond;;;2022-04-01;;;;;2022-12-17;error;;75.5;Graduated based on DOB;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lali;2014-10-31;;serena.n;;;2014-12-06;;;;;NA;;;;;2015-05-21;error;;54;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-04-12;dls;;;,,,,,,
lam;NA;;talek;;;1998-11-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-11-14;dls;fate unknown;;,,,,,,
lamm;2014-12-01;;fig.tree;;;2015-01-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
lamu;NA;;talek;;;2011-11-13;;;;;NA;;;;;NA;;;;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-05-05;dls;dispersed;;,,,,,,
lan;NA;;talek;;;1997-03-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-03-02;dls;fate unknown;;,,,,,,
lana;2016-10-17;;kcm;;;2016-12-06;;;;;2018-02-27;error;;37;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
lanc;2015-02-04;;happy.zebra;;;2015-04-01;;;;;2015-09-21;;;;DenGrad info not in table, instead taken from tblHyenas;2015-11-13;;;7;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
lang;2010-11-14;;fig.tree;;;2010-12-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-01-07;dls;inferred dead;;,,,,,,
lani;2022-10-30;;happy.zebra;;;2023-01-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2023-03-31;dls;inferred dead;;KDSL:young cub but should check notes too,,,,,,
lans;NA;;talek;;;2008-10-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-16;dls;dispersed;;,,,,,,
lapi;2021-05-15;;talek;;;2021-07-23;;;;;2021-09-22;error;;25.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lar;NA;;talek;;;1998-12-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-01-14;dls;fate unknown;;,,,,,,
lari;2016-10-31;;talek;;;2016-12-13;;;;;2017-10-23;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-05;dls;;;,,,,,
larm;2013-11-10;;mara.river;;;2013-11-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
larr;NA;;fig.tree;;;1992-12-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1992-12-30;dls;;;check EventStatus and EventData,,,,,,
lars;NA;;talek;;;1996-09-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-09-06;dls;fate unknown;;,,,,,,
lav;2008-02-20;;talek;;;2008-05-11;;;;;2008-10-15;;;0.5;;2008-10-23;;;1.5;;2010-11-22;dispersal;unknown;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-06-16;dls;;;,,,,,,
lava;2021-05-11;;happy.zebra;;;2021-07-19;;;;;2022-05-11;error;;52.2;Cub automatically den graduated based on birthdate;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lax;NA;;unknown;;;2019-07-17;;;;;NA;;;;;NA;;;;;2019-07-17;dispersal;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-03;dls;;;,,,,,,
lay;2022-07-20;;serena.n;;;2022-10-03;;;;;2023-07-20;;;;KDSL, no info from the field RE error or date calc;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,
laya;2019-12-24;;cool.beans;;;2020-02-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-16;dls;;;,,,,,,
lazr;2014-04-01;;talek;;;2014-07-03;;;;;2014-12-04;;;18.5;;2015-01-28;error;;49;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-01-20;dls;inferred dead;;,,,,,,
lazy;2013-12-01;;talek;;;2014-01-12;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-05-29;dead;starved (poison, april 2014);;,,,,,
lb;2011-12-12;;mara.river;;;2012-01-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1992-07-11;dls;;;check EventStatus and EventData,,,,,,
lbg;NA;;mara.river;;;2001-09-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-02-15;dls;fate unknown;;,,,,,,
lbj;2010-01-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lbm;1993-09-15;;talek;;;1993-10-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1994-03-05;dead;;;,,,,,,
lbn;NA;;talek;;;1995-11-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-11-10;dead;;;,,,,,,
lboy;NA;;;;;2008-11-01;;;;;NA;;;;;NA;;;;;2008-11-01;dispersal;happy.zebra;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-03-13;dls;fate unknown;;check EventStatus and EventData,,,,,,
lbra;2020-11-24;;serena.n;;;2021-02-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-05;dls;;;mother died before weaning,,,,,,
lbs;NA;;talek;;;1991-06-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1991-06-24;dls;fate unknown;;,,,,,,
lbsl;NA;;talek;;;1995-06-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-06-13;dls;fate unknown;;,,,,,,
lcb;NA;;talek;;;1991-11-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1991-11-17;dls;fate unknown;;,,,,,,
lcd;NA;;talek;;;1989-11-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1990-03-10;dls;dispersed;;,,,,,,
lcs;NA;;serena.n;;;2008-06-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-08-02;dls;;;,,,,,,
lcst;2010-11-06;;mara.river;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
ldn;1988-06-01;;talek;;;1988-06-29;;;;;NA;;;;;1988-10-07;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1988-12-08;dls;inferred dead;;starvation,,,,,,
ldv;1997-11-24;;talek;;;1997-12-19;;;;;1998-08-06;;;0.5;;1999-03-13;;;1.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2007-04-23;dead;lions;;estimated date of death from necropsy sheet. Skull collected and mortality signal picked up 24-Apr-07, DLS alive 07-Apr-07,,,,,
ldz;1996-10-13;;talek;;;1996-11-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-12-15;dead;;;,,,,,,
leak;NA;;oltukai;;;2003-09-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lear;2001-08-10;;talek;;;2001-09-20;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-10-07;dls;;;,,,,,,
lee;2011-07-16;;talek;;;2011-11-05;;;;;2012-07-09;;;1;;2012-10-24;;;16;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-02-12;dls;inferred dead;;,,,,,,
lefi;2016-05-15;;serena.s;;;2016-07-14;;;;;2017-02-25;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-02-03;dls;;;,,,,,
leg;NA;;mara.river;;;2003-08-31;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-09-02;dls;;;check EventStatus and EventData,,,,,,
lelo;2011-11-02;;happy.zebra;;;2011-11-30;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-06-13;dls;;;,,,,,,
lem;2011-07-10;;mara.river;;;2012-01-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-06-09;dls;;;check EventStatus and EventData,,,,,,
len;2003-03-04;;talek;;;2003-04-24;;;;;2003-11-13;;;2;;2004-01-18;;;0;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-05-18;dls;inferred dead;;,,,,,,
lena;2022-05-06;;kcm;;;2022-08-13;;;;;2022-12-06;error;;10;Dec 15 AM and PM;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
leo;2017-05-25;;talek.w;;;2017-08-11;;;;;2018-03-11;error;;8.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
let;NA;;talek;;;1994-07-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1994-07-29;dls;fate unknown;;,,,,,,
lev;NA;;serena.s;;;2008-11-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-10-30;;;;check EventStatus and EventData,,,,,,
levi;2010-01-13;;talek;;;2010-01-27;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-01-27;dls;inferred dead;;,,,,,,
lewa;2015-07-12;;talek;;;2016-03-12;;;;;NA;;;;;2016-05-02;;;19;;2016-05-01;fission;kcm;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-08-06;dls;;;,,,,,,
lexi;NA;;unknown;;;2020-01-02;;;;;NA;;;;;NA;;;;;NA;;serena.s;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lf;1993-12-10;;talek;;;1993-12-15;;;;;1994-08-23;;;1.5;;1994-09-10;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1994-12-01;dead;;;,,,,,,
lfl;NA;;fig.tree;;;1995-07-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-07-20;dls;fate unknown;;,,,,,,
lftm;2018-10-26;;serena.n;;;2019-01-31;;;;;2019-10-26;;;2.5;graduated by turning 1 yo;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-03-24;dls;;;,,,,,,
lfty;NA;;olare;;;2008-08-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
lg;1982-06-01;;talek;;;1982-06-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-04-16;dls;inferred dead;;,,,,,,
lgmg;NA;;;;;2004-07-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-08-05;dls;inferred dead;;,,,,,,
lgnd;2016-07-04;;talek;;;2016-07-27;;;;;2015-01-19;;;;;2017-08-01;;;0.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
lgo;NA;;serena.n;;;2008-06-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-09-19;;;;check EventStatus and EventData,,,,,,
lh;1987-09-01;;talek;;;1988-06-26;;;;;NA;;;;;1988-06-26;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1990-09-25;dead;;;,,,,,,
lia;NA;;oltukai;;;2005-05-28;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-10;dls;;;,,,,,,
life;2016-12-12;;serena.n;;;2017-02-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-03-11;dls;;;,,,,,,
lil;1993-06-26;;talek;;;1993-07-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1993-09-26;dead;;;,,,,,,
lily;NA;;talek.e;;;2012-06-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-06-18;;;;check EventStatus and EventData,,,,,,
lim;NA;;talek;;;1999-07-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008-10-18;dls;dispersed;;,,,,,,
limb;2021-03-29;;kcm;;;2022-03-29;;;;;2022-03-29;error;;22324.5;Graduated based on DOB, never seen at den;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,
lime;2022-09-19;;serena.s;;;2022-10-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-10-05;dls;;;,,,,,,
limp;NA;;talek;;;1995-08-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-08-24;dls;fate unknown;;,,,,,,
lina;2017-04-26;;pond;;;2017-06-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-02-27;dls;;;,,,,,,
linc;1996-10-23;;talek;;;1996-11-27;;;;;1997-06-29;;;0.5;;1997-11-10;;;2;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-01-05;dls;dispersed;;,,,,,,
ling;2022-03-16;;kcm;;;2022-08-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
link;2011-10-14;;talek;;;2011-10-20;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-04-29;dls;;;,,,,,,
linl;NA;;airstrip;;;2003-07-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-12-08;;;;check EventStatus and EventData,,,,,,
